AuthorityCode,1991,2001,2011,2012,2013,2014,2015,2016,2017,2018,2019
W06000001,97.126504,95.275953,98.236553,98.410789,98.461373,98.556922,98.268871,97.888082,98.069343,98.303999,98.41922
W06000002,45.372267,46.096996,47.942943,48.133889,47.99423,48.090492,48.381646,48.653074,48.818377,48.990386,49.141092
W06000003,95.884774,97.415185,102.435433,102.63706,102.955933,103.407151,103.433798,103.762441,103.800635,104.08309,104.102631
W06000004,106.833368,111.225254,112.239869,112.400008,112.955716,113.336944,113.335749,113.512619,113.721757,113.926114,114.36351
W06000005,323.011634,338.005126,347.185883,347.43604,348.452587,349.807982,350.412907,351.643224,352.846251,353.84233,354.995325
W06000006,246.499471,255.154148,268.116312,268.965899,269.567359,269.869082,268.807098,268.787248,269.110805,270.21249,269.877022
W06000008,23.105692,24.397995,25.686052,25.675243,25.63104,25.629303,25.62023,25.544372,25.57873,25.565604,25.563288
W06000009,36.926694,42.23834,42.168892,42.526773,42.446684,42.079282,41.562903,41.257108,40.927231,40.880185,40.713846
W06000010,69.482099,69.860263,75.764443,76.086995,76.235294,76.513974,76.418197,76.767937,77.060829,77.273392,77.744861
W06000011,71.605579,73.262348,77.61163,77.768152,77.91033,78.036475,78.154183,78.368082,78.662563,79.133394,79.64093
W06000012,608.435356,591.803841,632.132616,634.169182,635.8853,638.157567,641.732813,647.41613,650.11213,652.723384,654.119054
W06000013,314.664403,304.547567,317.012306,317.467836,316.982844,318.310905,319.428199,321.087143,322.020865,323.870179,324.797102
W06000014,516.286448,513.32774,555.894048,557.325552,560.383946,563.378541,567.254367,571.835978,575.344957,577.689593,586.354378
W06000015,356.499742,360.196011,382.548777,383.512102,384.834787,386.565148,386.477573,389.228636,394.661307,399.115553,403.409748
W06000016,2107.490601,2200.799302,2451.718585,2475.012048,2499.299138,2518.341295,2537.269895,2563.33132,2574.601893,2585.191121,2604.034553
W06000018,553.853328,546.763859,552.570764,555.491899,556.79804,558.460187,559.655518,561.544,563.779058,566.146144,568.817367
W06000019,534.732871,504.341553,528.065983,528.568468,529.474734,529.905434,531.619264,535.809623,537.954154,540.017928,541.301057
W06000020,615.077298,611.223489,644.519822,645.356196,646.134889,648.669246,649.516435,650.543877,651.776808,652.584341,652.786225
W06000021,668.32892,643.808995,642.079908,642.024724,641.638439,640.617542,639.642631,640.406004,640.212862,641.169378,642.539771
W06000022,723.643124,723.253303,725.464941,726.706004,726.833293,728.320977,730.055283,731.861189,734.009182,740.254275,747.50972
W06000023,94.465686,100.089414,107.773018,108.042721,108.645726,108.98845,109.300552,109.855269,110.225081,110.875196,111.402825
W06000024,711.651408,723.013331,765.787321,768.36122,770.80905,772.794629,777.201773,785.186111,795.728589,805.273025,812.490446
